PPVuse,Abundance,Species
NA,0.050295083,Prevotella melaninogenica
NA,0.050208236,Moraxella catarrhalis
NA,0.050125438,Prevotella melaninogenica
NA,0.049869836,Moraxella catarrhalis
NA,0.049800743,Escherichia coli
NA,0.049644666,Escherichia coli
NA,0.049582884,Prevotella nanceiensis
NA,0.048723659,Escherichia coli
NA,0.048699212,Haemophilus influenzae
NA,0.048296121,Corynebacterium simulans
NA,0.048258323,Streptococcus pneumoniae
NA,0.047937344,Streptococcus pneumoniae
NA,0.047849978,Cutibacterium acnes
NA,0.047660501,Haemophilus influenzae
NA,0.047349904,Streptococcus mitis
NA,0.047194275,Corynebacterium simulans
NA,0.046966796,Streptococcus pneumoniae
NA,0.046911647,Cutibacterium acnes
NA,0.046653148,Streptococcus pneumoniae
NA,0.046606178,Streptococcus pneumoniae
NA,0.046592272,Moraxella catarrhalis
NA,0.046243859,Streptococcus pneumoniae
NA,0.04515781,Streptococcus mitis
NA,0.044940993,Escherichia coli
NA,0.044569497,Streptococcus mitis
NA,0.044486742,Streptococcus pneumoniae
NA,0.04438833,Corynebacterium simulans
NA,0.044378073,Haemophilus influenzae
NA,0.044359832,Escherichia coli
NA,0.044318431,Corynebacterium simulans
NA,0.04426373,Streptococcus pneumoniae
NA,0.044240002,Prevotella nanceiensis
NA,0.04408877,Streptococcus mitis
NA,0.04388317,Cutibacterium acnes
NA,0.043724612,Corynebacterium simulans
NA,0.043683173,Corynebacterium simulans
NA,0.043621681,Streptococcus mitis
NA,0.04267464,Moraxella catarrhalis
NA,0.042345024,Cutibacterium acnes
NA,0.042325713,Prevotella melaninogenica
NA,0.042193693,Corynebacterium simulans
NA,0.041516035,Escherichia coli
NA,0.041394754,Streptococcus pneumoniae
NA,0.041045216,Escherichia coli
NA,0.04098566,Corynebacterium simulans
NA,0.040889706,Haemophilus influenzae
NA,0.040870446,Moraxella catarrhalis
NA,0.040804544,Corynebacterium simulans
NA,0.040794918,Prevotella melaninogenica
NA,0.040425244,Escherichia coli
NA,0.040199837,Cutibacterium acnes
NA,0.040112314,Escherichia coli
NA,0.040017179,Corynebacterium simulans
NA,0.039781868,Prevotella nanceiensis
NA,0.039624661,Corynebacterium simulans
NA,0.039257072,Streptococcus pneumoniae
NA,0.039241685,Streptococcus mitis
NA,0.039077911,Corynebacterium simulans
NA,0.038711119,Streptococcus mitis
NA,0.038599319,Escherichia coli
NA,0.038327607,Moraxella catarrhalis
NA,0.038099248,Moraxella catarrhalis
NA,0.037963987,Haemophilus influenzae
NA,0.037921189,Moraxella nonliquefaciens
NA,0.03773747,Cutibacterium acnes
NA,0.037659523,Streptococcus pneumoniae
NA,0.037562298,Streptococcus pneumoniae
NA,0.037383374,Cutibacterium acnes
NA,0.037342617,Moraxella catarrhalis
NA,0.037218344,Corynebacterium simulans
NA,0.037108123,Cutibacterium acnes
NA,0.037017342,Escherichia coli
NA,0.036876072,Streptococcus pneumoniae
NA,0.036572956,Haemophilus influenzae
NA,0.036474226,Prevotella nanceiensis
NA,0.03646116,Haemophilus influenzae
NA,0.036373026,Prevotella melaninogenica
NA,0.035977043,Streptococcus mitis
NA,0.035945258,Streptococcus pneumoniae
NA,0.035729889,Prevotella melaninogenica
NA,0.035706973,Corynebacterium simulans
NA,0.035602865,Streptococcus mitis
NA,0.034787611,Moraxella catarrhalis
NA,0.03478173,Corynebacterium simulans
NA,0.03474494,Corynebacterium simulans
NA,0.034687674,Corynebacterium simulans
NA,0.034486855,Moraxella nonliquefaciens
NA,0.034419128,Moraxella nonliquefaciens
NA,0.034306178,Moraxella nonliquefaciens
NA,0.034090681,Streptococcus pneumoniae
NA,0.034077148,Streptococcus pneumoniae
NA,0.033973124,Escherichia coli
NA,0.033887273,Moraxella catarrhalis
NA,0.033708028,Moraxella catarrhalis
NA,0.033646064,Haemophilus influenzae
NA,0.033561251,Escherichia coli
NA,0.03349644,Cutibacterium acnes
NA,0.033326114,Corynebacterium simulans
NA,0.033270414,Corynebacterium simulans
NA,0.03313991,Haemophilus influenzae
NA,0.033106858,Haemophilus influenzae
NA,0.032953874,Haemophilus influenzae
NA,0.03287848,Prevotella nanceiensis
NA,0.032707315,Escherichia coli
NA,0.032629064,Escherichia coli
NA,0.03232441,Escherichia coli
NA,0.032299451,Moraxella nonliquefaciens
NA,0.032294936,Moraxella catarrhalis
NA,0.032263832,Streptococcus pneumoniae
NA,0.032151297,Corynebacterium simulans
NA,0.032000232,Corynebacterium simulans
NA,0.03194814,Escherichia coli
NA,0.03191619,Escherichia coli
NA,0.031912408,Moraxella nonliquefaciens
NA,0.031827586,Prevotella melaninogenica
NA,0.031353254,Corynebacterium simulans
NA,0.031352769,Corynebacterium simulans
NA,0.031318808,Escherichia coli
NA,0.031188429,Cutibacterium acnes
NA,0.031059481,Corynebacterium simulans
NA,0.030883132,Prevotella melaninogenica
NA,0.030824232,Escherichia coli
NA,0.030795505,Escherichia coli
NA,0.030452336,Moraxella catarrhalis
NA,0.030180442,Corynebacterium simulans
NA,0.030103482,Moraxella catarrhalis
NA,0.029990118,Cutibacterium acnes
NA,0.029880228,Moraxella catarrhalis
NA,0.029730193,Prevotella melaninogenica
NA,0.029564379,Streptococcus mitis
NA,0.029556104,Streptococcus mitis
NA,0.029367018,Escherichia coli
NA,0.029361163,Haemophilus influenzae
NA,0.029335587,Moraxella nonliquefaciens
NA,0.029191928,Cutibacterium acnes
NA,0.029032098,Cutibacterium acnes
NA,0.028851723,Corynebacterium simulans
NA,0.028697563,Corynebacterium simulans
NA,0.028614911,Corynebacterium simulans
NA,0.028544014,Cutibacterium acnes
NA,0.028533157,Streptococcus mitis
NA,0.028406471,Corynebacterium simulans
NA,0.028291242,Escherichia coli
NA,0.028287738,Escherichia coli
NA,0.028235266,Cutibacterium acnes
NA,0.028093424,Streptococcus mitis
NA,0.028003251,Cutibacterium acnes
NA,0.027886994,Corynebacterium simulans
NA,0.027861549,Corynebacterium simulans
NA,0.027828837,Cutibacterium acnes
NA,0.027817375,Cutibacterium acnes
NA,0.027788965,Corynebacterium simulans
NA,0.027719659,Moraxella nonliquefaciens
NA,0.027675155,Corynebacterium simulans
NA,0.027576997,Escherichia coli
NA,0.027447131,Escherichia coli
NA,0.027319123,Cutibacterium acnes
NA,0.026875907,Streptococcus pneumoniae
NA,0.026865436,Moraxella nonliquefaciens
NA,0.026677241,Corynebacterium simulans
NA,0.026629121,Escherichia coli
NA,0.026598729,Prevotella melaninogenica
NA,0.026513668,Corynebacterium simulans
NA,0.026081669,Escherichia coli
NA,0.025974907,Corynebacterium simulans
NA,0.02587017,Moraxella nonliquefaciens
NA,0.02582822,Cutibacterium acnes
NA,0.025745687,Streptococcus pneumoniae
NA,0.025721336,Streptococcus pneumoniae
NA,0.025689908,Cutibacterium acnes
NA,0.025594248,Streptococcus mitis
NA,0.025589804,Streptococcus mitis
NA,0.025562656,Escherichia coli
NA,0.025544909,Corynebacterium simulans
NA,0.025520384,Moraxella catarrhalis
NA,0.025429234,Prevotella melaninogenica
NA,0.025325758,Streptococcus pneumoniae
NA,0.025276128,Moraxella catarrhalis
NA,0.025220636,Moraxella nonliquefaciens
NA,0.025114811,Streptococcus pneumoniae
NA,0.02507012,Haemophilus influenzae
NA,0.025006205,Corynebacterium simulans
NA,0.024968594,Escherichia coli
NA,0.024858681,Streptococcus pneumoniae
NA,0.024595715,Streptococcus mitis
NA,0.024444209,Moraxella catarrhalis
NA,0.024290746,Prevotella melaninogenica
NA,0.024222085,Prevotella nanceiensis
NA,0.024155642,Escherichia coli
NA,0.024114435,Escherichia coli
NA,0.024108313,Corynebacterium simulans
NA,0.024066846,Cutibacterium acnes
NA,0.023906245,Escherichia coli
NA,0.023751829,Corynebacterium simulans
NA,0.023636957,Corynebacterium simulans
NA,0.0235404,Escherichia coli
NA,0.023392499,Corynebacterium simulans
NA,0.023278051,Prevotella melaninogenica
NA,0.023143814,Prevotella nanceiensis
NA,0.023094505,Escherichia coli
NA,0.023091949,Moraxella nonliquefaciens
NA,0.022758981,Escherichia coli
NA,0.022747719,Cutibacterium acnes
NA,0.022711774,Haemophilus influenzae
NA,0.0225474,Streptococcus mitis
NA,0.022463558,Corynebacterium simulans
NA,0.022409577,Escherichia coli
NA,0.022354459,Streptococcus pneumoniae
NA,0.022227976,Streptococcus pneumoniae
NA,0.021942331,Streptococcus mitis
NA,0.021839007,Corynebacterium simulans
NA,0.021828682,Prevotella melaninogenica
NA,0.021464516,Streptococcus pneumoniae
NA,0.021404719,Streptococcus mitis
NA,0.021368387,Moraxella catarrhalis
NA,0.021234993,Corynebacterium simulans
NA,0.021080833,Escherichia coli
NA,0.020973084,Escherichia coli
NA,0.020840103,Escherichia coli
NA,0.020792344,Cutibacterium acnes
NA,0.020777079,Streptococcus mitis
NA,0.020761549,Cutibacterium acnes
NA,0.020635406,Moraxella catarrhalis
NA,0.020478094,Escherichia coli
NA,0.020400322,Streptococcus pneumoniae
NA,0.020270188,Escherichia coli
NA,0.020211078,Escherichia coli
NA,0.020209135,Cutibacterium acnes
NA,0.020140849,Streptococcus pneumoniae
NA,0.020134839,Cutibacterium acnes
NA,0.020095363,Haemophilus influenzae
NA,0.020020609,Corynebacterium simulans
NA,0.019646825,Corynebacterium simulans
NA,0.019578736,Streptococcus mitis
NA,0.019452252,Escherichia coli
NA,0.019325552,Streptococcus pneumoniae
NA,0.019277867,Streptococcus mitis
NA,0.019263852,Escherichia coli
NA,0.019235577,Moraxella nonliquefaciens
NA,0.019208957,Haemophilus influenzae
NA,0.019118587,Prevotella nanceiensis
NA,0.019116815,Prevotella melaninogenica
NA,0.019098766,Streptococcus mitis
NA,0.019072426,Escherichia coli
NA,0.01899774,Escherichia coli
NA,0.01899245,Corynebacterium simulans
NA,0.018980309,Escherichia coli
NA,0.018949152,Corynebacterium simulans
NA,0.018936888,Streptococcus pneumoniae
NA,0.018914255,Cutibacterium acnes
NA,0.01882738,Prevotella nanceiensis
NA,0.018713002,Prevotella nanceiensis
NA,0.018621496,Prevotella nanceiensis
NA,0.018456945,Escherichia coli
NA,0.018358859,Escherichia coli
NA,0.018346673,Streptococcus mitis
NA,0.018314915,Haemophilus influenzae
NA,0.018220104,Prevotella melaninogenica
NA,0.018171405,Cutibacterium acnes
NA,0.018168221,Streptococcus pneumoniae
NA,0.018076932,Streptococcus pneumoniae
NA,0.018063933,Streptococcus pneumoniae
NA,0.017992686,Prevotella melaninogenica
NA,0.017652404,Streptococcus pneumoniae
NA,0.017487947,Streptococcus mitis
NA,0.017451628,Moraxella nonliquefaciens
NA,0.017444814,Escherichia coli
NA,0.017408548,Prevotella nanceiensis
NA,0.01739085,Streptococcus pneumoniae
NA,0.017330577,Prevotella nanceiensis
NA,0.017184075,Streptococcus pneumoniae
NA,0.017081997,Moraxella nonliquefaciens
NA,0.017053161,Cutibacterium acnes
NA,0.01702384,Streptococcus mitis
NA,0.016855663,Escherichia coli
NA,0.016825014,Streptococcus mitis
NA,0.016808222,Escherichia coli
NA,0.016803042,Corynebacterium simulans
NA,0.016792989,Moraxella catarrhalis
NA,0.016719927,Streptococcus mitis
NA,0.016646168,Corynebacterium simulans
NA,0.016586132,Cutibacterium acnes
NA,0.016467623,Moraxella catarrhalis
NA,0.016384954,Corynebacterium simulans
NA,0.016363083,Streptococcus mitis
NA,0.016344212,Prevotella nanceiensis
NA,0.016286647,Corynebacterium simulans
NA,0.016253842,Corynebacterium simulans
NA,0.016251042,Moraxella nonliquefaciens
NA,0.016225608,Corynebacterium simulans
NA,0.016202642,Escherichia coli
NA,0.016196017,Moraxella nonliquefaciens
NA,0.016155383,Streptococcus mitis
NA,0.016136178,Cutibacterium acnes
NA,0.01611594,Escherichia coli
NA,0.016094171,Corynebacterium simulans
NA,0.016090869,Prevotella melaninogenica
NA,0.016016323,Moraxella nonliquefaciens
NA,0.015867156,Haemophilus influenzae
NA,0.015809405,Corynebacterium simulans
NA,0.015789605,Cutibacterium acnes
NA,0.015788984,Escherichia coli
NA,0.015764034,Cutibacterium acnes
NA,0.01573403,Prevotella nanceiensis
NA,0.015661879,Prevotella nanceiensis
NA,0.015639402,Streptococcus mitis
NA,0.015639098,Escherichia coli
NA,0.015604328,Streptococcus pneumoniae
NA,0.015602774,Streptococcus mitis
NA,0.015584858,Cutibacterium acnes
NA,0.015569615,Streptococcus mitis
NA,0.015549298,Cutibacterium acnes
NA,0.015490115,Corynebacterium simulans
NA,0.015358721,Escherichia coli
NA,0.015310344,Escherichia coli
NA,0.015282428,Escherichia coli
NA,0.015278877,Streptococcus mitis
NA,0.015261025,Haemophilus influenzae
NA,0.015247494,Streptococcus mitis
NA,0.015219974,Streptococcus mitis
NA,0.015114151,Moraxella nonliquefaciens
NA,0.015030352,Corynebacterium simulans
NA,0.014854818,Cutibacterium acnes
NA,0.014579942,Prevotella melaninogenica
NA,0.0145052,Streptococcus mitis
NA,0.0144867,Streptococcus mitis
NA,0.014440422,Streptococcus mitis
NA,0.014403429,Corynebacterium simulans
NA,0.014252218,Streptococcus mitis
NA,0.014231482,Prevotella nanceiensis
NA,0.014196672,Haemophilus influenzae
NA,0.013981292,Prevotella melaninogenica
NA,0.013967001,Prevotella nanceiensis
NA,0.013903576,Cutibacterium acnes
NA,0.013823281,Escherichia coli
NA,0.013766771,Escherichia coli
NA,0.013758168,Prevotella nanceiensis
NA,0.013726884,Escherichia coli
NA,0.013671038,Cutibacterium acnes
NA,0.013641006,Haemophilus influenzae
NA,0.013606808,Haemophilus influenzae
NA,0.013500497,Streptococcus pneumoniae
NA,0.013481683,Moraxella nonliquefaciens
NA,0.013477332,Corynebacterium simulans
NA,0.013476443,Haemophilus influenzae
NA,0.013401787,Corynebacterium simulans
NA,0.013387031,Escherichia coli
NA,0.013349656,Streptococcus pneumoniae
NA,0.013331033,Streptococcus mitis
NA,0.013284439,Streptococcus pneumoniae
NA,0.013266876,Haemophilus influenzae
NA,0.013247309,Escherichia coli
NA,0.013217476,Streptococcus pneumoniae
NA,0.013208168,Cutibacterium acnes
NA,0.013193321,Prevotella melaninogenica
NA,0.01319288,Streptococcus mitis
NA,0.013166485,Streptococcus pneumoniae
NA,0.013162382,Corynebacterium simulans
NA,0.013146484,Streptococcus mitis
NA,0.013035046,Moraxella catarrhalis
NA,0.012970932,Corynebacterium simulans
NA,0.01289001,Corynebacterium simulans
NA,0.012879169,Corynebacterium simulans
NA,0.012836409,Cutibacterium acnes
NA,0.012832312,Escherichia coli
NA,0.012820502,Escherichia coli
NA,0.012775471,Streptococcus pneumoniae
NA,0.012768872,Corynebacterium simulans
NA,0.012698671,Corynebacterium simulans
NA,0.012664204,Moraxella catarrhalis
NA,0.012660553,Haemophilus influenzae
NA,0.012640898,Escherichia coli
NA,0.012608865,Prevotella nanceiensis
NA,0.012592018,Cutibacterium acnes
NA,0.012506079,Streptococcus mitis
NA,0.012502746,Prevotella melaninogenica
NA,0.012480186,Streptococcus mitis
NA,0.012453044,Escherichia coli
NA,0.012432712,Prevotella nanceiensis
NA,0.012348929,Streptococcus pneumoniae
NA,0.01231454,Streptococcus pneumoniae
NA,0.012266187,Escherichia coli
NA,0.012223191,Escherichia coli
NA,0.012197333,Cutibacterium acnes
NA,0.012024323,Cutibacterium acnes
NA,0.011737306,Corynebacterium simulans
NA,0.01172006,Moraxella catarrhalis
NA,0.011686941,Corynebacterium simulans
NA,0.011684837,Escherichia coli
NA,0.011678633,Corynebacterium simulans
NA,0.011656305,Escherichia coli
NA,0.011583822,Streptococcus mitis
NA,0.011436959,Streptococcus mitis
NA,0.011397188,Escherichia coli
NA,0.011322763,Moraxella catarrhalis
NA,0.011248906,Corynebacterium simulans
NA,0.011244355,Escherichia coli
NA,0.01120494,Corynebacterium simulans
NA,0.011196339,Prevotella melaninogenica
NA,0.011185192,Escherichia coli
NA,0.011038938,Corynebacterium simulans
NA,0.011012186,Streptococcus mitis
NA,0.010987283,Prevotella melaninogenica
NA,0.010939318,Streptococcus mitis
NA,0.010845642,Streptococcus pneumoniae
NA,0.010675217,Prevotella nanceiensis
NA,0.010625946,Escherichia coli
NA,0.010597593,Cutibacterium acnes
NA,0.010458974,Escherichia coli
NA,0.01045669,Escherichia coli
NA,0.010435792,Streptococcus mitis
NA,0.010371658,Prevotella nanceiensis
NA,0.010352953,Streptococcus mitis
NA,0.010317951,Corynebacterium simulans
NA,0.010284632,Corynebacterium simulans
NA,0.010271434,Streptococcus pneumoniae
NA,0.01025954,Haemophilus influenzae
NA,0.010214934,Prevotella melaninogenica
NA,0.010159198,Escherichia coli
NA,0.010150816,Corynebacterium simulans
NA,0.010145284,Streptococcus mitis
NA,0.010124887,Streptococcus mitis
NA,0.01006236,Moraxella catarrhalis
NA,0.010049357,Streptococcus mitis
NA,0.010004659,Moraxella nonliquefaciens
NA,0.00996688,Streptococcus mitis
NA,0.009944083,Streptococcus pneumoniae
NA,0.009927008,Moraxella catarrhalis
NA,0.009822236,Haemophilus influenzae
NA,0.009812318,Cutibacterium acnes
NA,0.009767262,Moraxella nonliquefaciens
NA,0.009661778,Prevotella nanceiensis
NA,0.009657859,Moraxella catarrhalis
NA,0.00963654,Streptococcus mitis
NA,0.009562849,Corynebacterium simulans
NA,0.009560771,Cutibacterium acnes
NA,0.009512804,Cutibacterium acnes
NA,0.009512054,Prevotella nanceiensis
NA,0.00947176,Moraxella nonliquefaciens
NA,0.009431297,Moraxella nonliquefaciens
NA,0.009395756,Streptococcus mitis
NA,0.009345534,Escherichia coli
NA,0.009311828,Cutibacterium acnes
NA,0.009309192,Cutibacterium acnes
NA,0.009296449,Prevotella melaninogenica
NA,0.009239806,Corynebacterium simulans
NA,0.00923567,Prevotella melaninogenica
NA,0.009199699,Cutibacterium acnes
NA,0.009194178,Streptococcus mitis
NA,0.009091862,Streptococcus mitis
NA,0.009021294,Cutibacterium acnes
NA,0.0090211,Escherichia coli
NA,0.009019124,Moraxella catarrhalis
NA,0.00896671,Escherichia coli
NA,0.008955507,Moraxella catarrhalis
NA,0.008872279,Escherichia coli
NA,0.008865749,Cutibacterium acnes
NA,0.008813596,Streptococcus mitis
NA,0.008768321,Moraxella catarrhalis
NA,0.008716729,Escherichia coli
NA,0.00867247,Moraxella catarrhalis
NA,0.00866125,Cutibacterium acnes
NA,0.008654355,Streptococcus mitis
NA,0.008649582,Streptococcus mitis
NA,0.008638001,Escherichia coli
NA,0.008633466,Corynebacterium simulans
NA,0.00857042,Moraxella nonliquefaciens
NA,0.008533849,Moraxella catarrhalis
NA,0.008507956,Corynebacterium simulans
NA,0.008493509,Prevotella nanceiensis
NA,0.008478177,Streptococcus mitis
NA,0.008450806,Prevotella nanceiensis
NA,0.008355848,Streptococcus mitis
NA,0.008334049,Streptococcus mitis
NA,0.00832927,Haemophilus influenzae
NA,0.008300942,Escherichia coli
NA,0.008288048,Cutibacterium acnes
NA,0.008284273,Cutibacterium acnes
NA,0.008242467,Moraxella nonliquefaciens
NA,0.008227302,Escherichia coli
NA,0.008215874,Corynebacterium simulans
NA,0.008155151,Corynebacterium simulans
NA,0.008145051,Corynebacterium simulans
NA,0.008113373,Corynebacterium simulans
NA,0.008099674,Prevotella nanceiensis
NA,0.008055086,Corynebacterium simulans
NA,0.008049237,Haemophilus influenzae
NA,0.008048399,Streptococcus pneumoniae
NA,0.008045893,Moraxella catarrhalis
NA,0.008006912,Cutibacterium acnes
NA,0.007985759,Moraxella catarrhalis
NA,0.007949201,Streptococcus pneumoniae
NA,0.007948899,Streptococcus pneumoniae
NA,0.007947127,Streptococcus mitis
NA,0.007937859,Haemophilus influenzae
NA,0.007936657,Cutibacterium acnes
NA,0.007931421,Moraxella catarrhalis
NA,0.007928646,Moraxella catarrhalis
NA,0.007905754,Moraxella nonliquefaciens
NA,0.007905603,Corynebacterium simulans
NA,0.007890683,Cutibacterium acnes
NA,0.007879805,Escherichia coli
NA,0.007870075,Streptococcus pneumoniae
NA,0.007799301,Escherichia coli
NA,0.007792229,Cutibacterium acnes
NA,0.007747342,Cutibacterium acnes
NA,0.007736349,Prevotella melaninogenica
NA,0.007719091,Streptococcus mitis
NA,0.007716794,Haemophilus influenzae
NA,0.007692701,Streptococcus pneumoniae
NA,0.007627207,Prevotella melaninogenica
NA,0.007613312,Streptococcus pneumoniae
NA,0.007606654,Escherichia coli
NA,0.007576676,Cutibacterium acnes
NA,0.007576527,Moraxella catarrhalis
NA,0.007558094,Cutibacterium acnes
NA,0.007507796,Moraxella catarrhalis
NA,0.007507302,Escherichia coli
NA,0.007466964,Escherichia coli
NA,0.007409056,Cutibacterium acnes
NA,0.007328772,Cutibacterium acnes
NA,0.007288965,Escherichia coli
NA,0.007258102,Haemophilus influenzae
NA,0.007245979,Cutibacterium acnes
NA,0.007194253,Cutibacterium acnes
NA,0.007134635,Escherichia coli
NA,0.007099437,Prevotella nanceiensis
NA,0.0069716,Corynebacterium simulans
NA,0.006964989,Cutibacterium acnes
NA,0.006947732,Cutibacterium acnes
NA,0.006928735,Streptococcus mitis
NA,0.006904136,Streptococcus mitis
NA,0.006901219,Prevotella nanceiensis
NA,0.006901113,Streptococcus mitis
NA,0.006811856,Cutibacterium acnes
NA,0.006794175,Escherichia coli
NA,0.006701542,Prevotella nanceiensis
NA,0.006693402,Prevotella nanceiensis
NA,0.006652896,Streptococcus pneumoniae
NA,0.006635232,Corynebacterium simulans
NA,0.006608535,Escherichia coli
NA,0.006598935,Prevotella melaninogenica
NA,0.006582691,Streptococcus mitis
NA,0.006573632,Haemophilus influenzae
NA,0.006573497,Streptococcus pneumoniae
NA,0.006538733,Corynebacterium simulans
NA,0.006532265,Haemophilus influenzae
NA,0.006517771,Prevotella nanceiensis
NA,0.006517175,Streptococcus mitis
NA,0.006441781,Cutibacterium acnes
NA,0.006419577,Corynebacterium simulans
NA,0.006409672,Corynebacterium simulans
NA,0.006381413,Haemophilus influenzae
NA,0.006360509,Streptococcus mitis
NA,0.006346025,Prevotella nanceiensis
NA,0.006333343,Moraxella nonliquefaciens
NA,0.006323586,Prevotella melaninogenica
NA,0.006309192,Cutibacterium acnes
NA,0.006239318,Cutibacterium acnes
NA,0.006222202,Moraxella nonliquefaciens
NA,0.00617271,Prevotella nanceiensis
NA,0.006159579,Haemophilus influenzae
NA,0.006121999,Prevotella melaninogenica
NA,0.006105245,Corynebacterium simulans
NA,0.006104671,Moraxella catarrhalis
NA,0.006087868,Cutibacterium acnes
NA,0.006072882,Streptococcus pneumoniae
NA,0.006072373,Escherichia coli
NA,0.006071849,Moraxella catarrhalis
NA,0.006043541,Streptococcus mitis
NA,0.006002905,Corynebacterium simulans
NA,0.005961135,Corynebacterium simulans
NA,0.005934255,Corynebacterium simulans
NA,0.005931326,Escherichia coli
NA,0.005925165,Corynebacterium simulans
NA,0.005909985,Cutibacterium acnes
NA,0.005892136,Cutibacterium acnes
NA,0.005844124,Prevotella nanceiensis
NA,0.005767294,Streptococcus pneumoniae
NA,0.005762402,Cutibacterium acnes
NA,0.005758504,Prevotella nanceiensis
NA,0.005745127,Prevotella melaninogenica
NA,0.005715009,Corynebacterium simulans
NA,0.005712443,Streptococcus mitis
NA,0.00570904,Streptococcus mitis
NA,0.005692609,Streptococcus mitis
NA,0.005675043,Escherichia coli
NA,0.005674642,Prevotella nanceiensis
NA,0.00567312,Cutibacterium acnes
NA,0.005635132,Prevotella melaninogenica
NA,0.005541395,Streptococcus mitis
NA,0.005537996,Escherichia coli
NA,0.005531261,Corynebacterium simulans
NA,0.005522969,Corynebacterium simulans
NA,0.005472593,Corynebacterium simulans
NA,0.005472272,Haemophilus influenzae
NA,0.005459359,Haemophilus influenzae
NA,0.005422157,Corynebacterium simulans
NA,0.005417476,Escherichia coli
NA,0.005354398,Moraxella catarrhalis
NA,0.005321654,Cutibacterium acnes
NA,0.005305617,Moraxella catarrhalis
NA,0.005277278,Cutibacterium acnes
NA,0.005228648,Streptococcus mitis
NA,0.005224868,Prevotella melaninogenica
NA,0.005193722,Prevotella melaninogenica
NA,0.00513662,Escherichia coli
NA,0.00513534,Streptococcus mitis
NA,0.005109686,Prevotella nanceiensis
NA,0.005099959,Corynebacterium simulans
NA,0.004990044,Streptococcus pneumoniae
NA,0.004981384,Streptococcus mitis
NA,0.004973936,Moraxella catarrhalis
NA,0.004967642,Streptococcus mitis
NA,0.004950135,Streptococcus mitis
NA,0.004918647,Corynebacterium simulans
NA,0.004918618,Streptococcus pneumoniae
NA,0.004883484,Streptococcus mitis
NA,0.004882928,Streptococcus mitis
NA,0.004860028,Moraxella nonliquefaciens
NA,0.004827416,Corynebacterium simulans
NA,0.004824526,Cutibacterium acnes
NA,0.004795591,Cutibacterium acnes
NA,0.004781084,Escherichia coli
NA,0.004766295,Corynebacterium simulans
NA,0.004730697,Escherichia coli
NA,0.004722931,Escherichia coli
NA,0.004715785,Escherichia coli
NA,0.004675168,Cutibacterium acnes
NA,0.004658122,Escherichia coli
NA,0.004657776,Corynebacterium simulans
NA,0.004616527,Haemophilus influenzae
NA,0.00461641,Prevotella nanceiensis
NA,0.00461463,Corynebacterium simulans
NA,0.004567513,Cutibacterium acnes
NA,0.00455927,Haemophilus influenzae
NA,0.004556711,Prevotella melaninogenica
NA,0.004537008,Prevotella melaninogenica
NA,0.004518126,Prevotella melaninogenica
NA,0.004513357,Cutibacterium acnes
NA,0.004513282,Cutibacterium acnes
NA,0.004483666,Prevotella melaninogenica
NA,0.004474304,Moraxella catarrhalis
NA,0.004473061,Cutibacterium acnes
NA,0.004422184,Moraxella catarrhalis
NA,0.00441017,Prevotella nanceiensis
NA,0.004403746,Escherichia coli
NA,0.004400675,Streptococcus mitis
NA,0.004399441,Prevotella melaninogenica
NA,0.004360708,Moraxella catarrhalis
NA,0.004358492,Cutibacterium acnes
NA,0.00433587,Streptococcus mitis
NA,0.004316633,Streptococcus mitis
NA,0.004298472,Moraxella catarrhalis
NA,0.004287324,Streptococcus mitis
NA,0.004276597,Streptococcus mitis
NA,0.00427377,Cutibacterium acnes
NA,0.004198953,Cutibacterium acnes
NA,0.004187494,Escherichia coli
NA,0.004175293,Haemophilus influenzae
NA,0.004168502,Streptococcus pneumoniae
NA,0.004158474,Streptococcus mitis
NA,0.004155801,Corynebacterium simulans
NA,0.004154568,Streptococcus pneumoniae
NA,0.004134722,Corynebacterium simulans
NA,0.004095731,Streptococcus mitis
NA,0.004094238,Corynebacterium simulans
NA,0.004085854,Escherichia coli
NA,0.004084288,Prevotella melaninogenica
NA,0.004061163,Cutibacterium acnes
NA,0.004054808,Corynebacterium simulans
NA,0.004034752,Cutibacterium acnes
NA,0.004020256,Corynebacterium simulans
NA,0.004003317,Prevotella melaninogenica
NA,0.003993419,Corynebacterium simulans
NA,0.003993074,Escherichia coli
NA,0.003992351,Corynebacterium simulans
NA,0.003942461,Streptococcus mitis
NA,0.00393099,Corynebacterium simulans
NA,0.003915424,Escherichia coli
NA,0.003898754,Moraxella nonliquefaciens
NA,0.003854387,Prevotella nanceiensis
NA,0.003843431,Haemophilus influenzae
NA,0.003829581,Cutibacterium acnes
NA,0.003828961,Corynebacterium simulans
NA,0.003765063,Escherichia coli
NA,0.003740959,Streptococcus mitis
NA,0.003737534,Streptococcus mitis
NA,0.003735659,Prevotella nanceiensis
NA,0.003703189,Prevotella melaninogenica
NA,0.003696849,Corynebacterium simulans
NA,0.003692864,Prevotella melaninogenica
NA,0.003684544,Streptococcus pneumoniae
NA,0.003674712,Haemophilus influenzae
NA,0.00366362,Streptococcus mitis
NA,0.003606429,Streptococcus mitis
NA,0.003575627,Corynebacterium simulans
NA,0.003511312,Cutibacterium acnes
NA,0.003495445,Prevotella nanceiensis
NA,0.003489066,Corynebacterium simulans
NA,0.003449956,Streptococcus mitis
NA,0.003449365,Moraxella catarrhalis
NA,0.003443549,Corynebacterium simulans
